name,city,country
IFSC Climbing Worldcup (L) - Boulder (USA) 2011,Boulder,USA
IFSC Climbing Worldcup (L) - Amman (JOR) 2011,Amman,JOR
IFSC Climbing Worldcup (L) - Valence (FRA) 2011,Valence,FRA
IFSC Climbing Worldcup (L) - Kranj (SLO) 2011,Kranj,SLO
IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,Barcelona,ESP
Asian Youth Championship - Tehran (IRI) 2016,Tehran,IRI
"European Universities Games (L, S, B) - Zagreb (CRO) 2016",Zagreb,CRO
Promotional Event Just Climb Cup (B) - Hong Kong (HKG) 2016,Hong Kong,HKG
Promotional Event Gravical (B) - Singapore (SIN) 2016,Singapore,SIN
Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2016,Sheffield,GBR
"Promotional Event in memory of Pavel Samoilin (L, S) - Crimea 2016",Crimea,
Master Event  (B) - Nanjing (CHN) 2016,Nanjing,CHN
Promotional Event (B) IMF GIRIVIHAR - Navi Mumbai (IND) 2016,Navi Mumbai,IND
Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2016,Imst,AUT
Master Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2016,L'Argentière la Bessée,FRA
"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2016",Arco,ITA
Intl. Event - Rock Junior - Arco (ITA) 2016,Arco,ITA
Master Event - Adidas Rockstars (B) - Stuttgart (GER) 2016,Stuttgart,GER
Paraclimbing Cup Laval (Boulder) 2014 - Laval (FRA) 2014,Laval,FRA
Paraclimbing Cup Imst (Lead) 2014 - Imst (AUT) 2014,Imst,AUT
Paraclimbing Cup Arco 2014 - Arco (ITA) 2014,Arco,ITA
IFSC Paraclimbing World Masters - Gijon (ESP) 2014,Gijon,ESP
IFSC Paraclimbing World Championship - Gijon (ESP) 2014,Gijon,ESP
Paraclimbing Cup Sheffield (Lead) 2014 - Sheffield (GBR) 2014,Sheffield,GBR
Asian Continental Championships - Tehran (IRI) 2017,Tehran,IRI
Asia Cup - Wanxianshan (CHN) 2017,Wanxianshan,CHN
Asia K Climbing Championship - Singapore (SGP) 2017,Singapore,SGP
IFSC Youth World Championships - Innsbruck (AUT) - 2017,Innsbruck,AUT
IFSC Youth World Championships Combined - Innsbruck (AUT) - 2017,Innsbruck,AUT
3rd CISM World Winter Games - Sochi (RUS) 2017,Sochi,RUS
The World Games 2017 - Wroclaw (POL) 2017,Wroclaw,POL
"African Youth A YOG - Johannesburg, Gauteng (RSA) 2017",Gauteng,RSA
PanAmerican Youth Championship Combined - Montreal (CAN) 2017,Montreal,CAN
"PanAmerican Youth Championship (L, S, B) - Montreal (CAN) 2017",Montreal,CAN
IFSC Youth World Championships -  Moscow (RUS) 2018,Moscow,RUS
Asian Youth Championships - Chongqing (CHN) 2018,Chongqing,CHN
Paraclimbing Master (L) - Imst (AUT) 2018,Imst,AUT
Paraclimbing Cup (L) - Briançon (FRA) 2018,Briançon,FRA
IFSC Paraclimbing World Championships - Innsbruck (AUT) 2018,Innsbruck,AUT
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014",Chongqing,CHN
"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",Baku,AZE
IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,Grindelwald,SUI
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2014,Innsbruck,AUT
IFSC Climbing Worldcup (B) - Toronto (CAN) 2014,Toronto,CAN
IFSC Climbing Worldcup (B) - Vail (USA) 2014,Vail,USA
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",Haiyang,CHN
IFSC Climbing Worldcup (B) - Laval (FRA) 2014,Laval,FRA
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",Chamonix,FRA
IFSC Climbing Worldcup (L) - Briançon (FRA) 2014,Briançon,FRA
IFSC Climbing Worldcup (L) - Imst (AUT) 2014,Imst,AUT
IFSC Climbing World Championship (B) - Munich (GER) 2014,Munich,GER
IFSC Climbing Worldcup (S) - Arco (ITA) 2014,Arco,ITA
"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",Gijon,ESP
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014",Mokpo,KOR
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2014",Wujiang,CHN
IFSC Climbing Worldcup (L) - Inzai (JPN) 2014,Inzai,JPN
IFSC Climbing Worldcup (L) - Kranj (SLO) 2014,Kranj,SLO
World University Championships - Shanghai (CHN) 2016,Shanghai,CHN
"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",Guayaquil,ECU
Paraclimbing Cup (L) - Campitello di Fassa (ITA) 2016,Campitello di Fassa,ITA
Paraclimbing Master (L) - Imst (AUT) 2016,Imst,AUT
IFSC Paraclimbing World Championships - Paris (FRA) 2016,Paris,FRA
Paraclimbing Cup (L) - Sheffield (GBR) 2016,Sheffield,GBR
Asian Games 2018 - Jakarta Palembang (INA) 2018 - Climbing period,Jakarta Palembang,INA
Youth Olympic Games - Buenos Aires (ARG) 2018,Buenos Aires,ARG
"European Championship (L,S) - Campitello di Fassa (ITA) 2017",Campitello di Fassa,ITA
European Championship (B) - Munich (GER) 2017,Munich,GER
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",Chongqing,CHN
IFSC Climbing Worldcup (B) - Millau (FRA) 2013,Millau,FRA
IFSC Climbing Worldcup (B) - Kitzbühel (AUT) 2013,Kitzbühel,AUT
IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,Log-Dragomer,SLO
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,Innsbruck,AUT
IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,Toronto,CAN
IFSC Climbing Worldcup (B) - Vail (USA) 2013,Vail,USA
IFSC Climbing Worldcup (S) - Baku (AZE) 2013,Baku,AZE
IFSC Climbing Worldcup (L) - Briançon (FRA) 2013,Briançon,FRA
IFSC Climbing Worldcup (L) - Imst (AUT) 2013,Imst,AUT
IFSC Climbing Worldcup (B) - Munich (GER) 2013,Munich,GER
IFSC Climbing Worldcup (S) - Arco (ITA) 2013,Arco,ITA
IFSC Climbing Worldcup (L) - Puurs (BEL) 2013,Puurs,BEL
"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",Perm,RUS
"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",Mokpo,KOR
IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,Haiyang,CHN
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",Wujiang,CHN
IFSC Climbing Worldcup (L) - Valence (FRA) 2013,Valence,FRA
IFSC Climbing Worldcup (L) - Kranj (SLO) 2013,Kranj,SLO
Asian Youth Championships - Singapore (SGP) 2017,Singapore,SGP
IFSC World Youth Championships - Guangzhou (CHN) - 2016,Guangzhou,CHN
World University Championships - Bratislava (SVK) 2018,Bratislava,SVK
CISM Climbing Indoor World Military Championships - Moscow (RUS) 2018,Moscow,RUS
Paraclimbing Master (L) - Imst (AUT) 2017,Imst,AUT
Paraclimbing Cup (L) - Briançon (FRA) 2017,Briançon,FRA
Paraclimbing Cup (L) - Edinburgh (GBR) 2017,Edinburgh,GBR
Paraclimbing Cup (L) - Sheffield (GBR) 2017,Sheffield,GBR
Promotional Event Kailas x Just Climb Cup (B) - Hong Kong (HKG) 2017,Hong Kong,HKG
Promotional Event Gravical (B) - Singapore (SGP) 2017,Singapore,SGP
Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2017,Sheffield,GBR
Master Event - Studio Bloc Masters 2017 - Pfungstadt (GER) 2017,Pfungstadt,GER
Promotional Event - Melloblocco (ITA) 2017,,ITA
Promo Event - The Rock Ljubljana  (B) - (SLO) 2017,Ljubljana,SLO
Promotional Event (B) - Climbing Boulder Montpellier (FRA) 2017,Montpellier,FRA
Asia Sports For All Pumpfest - Singapore (SGP) 2017,Singapore,SGP
Promo Event - Millau Natural Games (B) - (FRA) 2017,Millau,FRA
"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2017",Petzen,AUT
Intl. Event - Rock Junior - Arco (ITA) 2017,Arco,ITA
"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2017",Arco,ITA
Promotional Event Bouldering Championship - Bangalore (IND) 2017,Bangalore,IND
Master Event - Adidas Rockstars (B) - Stuttgart (GER) 2017,Stuttgart,GER
Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2017,Oloron Sainte Marie,FRA
China Open Qualification - Guangzhou (CHN) 2017,Guangzhou,CHN
China Open - Guangzhou (CHN) 2017,Guangzhou,CHN
Promotional Event Gravical (B) - Singapore (SGP) 2018,Singapore,SGP
Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2018,Sheffield,GBR
International Climbing Series - Studio Bloc Masters 2018 - Pfungstadt (GER) 2018,Pfungstadt,GER
Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2018,Delft,NED
International Climbing Series - FISE World Series Hiroshima 2018,Hiroshima,
"International Climbing Series - Outdoor Village Speed Stars - Akishima, Tokyo (JPN) 2018",Tokyo,JPN
Asia Sport For All R.O.X. Zero Gravity (B) - Manila (PHI) 2018,Manila,PHI
International Climbing Series - Triglav The Rock Ljubljana (SLO) 2018,Triglav The Rock Ljubljana,SLO
Promo Event - International Climbing Elite Tournament (L + S) - Ningbo (CHN) 2018,Ningbo,CHN
Promo Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2018,Imst,AUT
"Promo Event - Youth Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2018",Petzen,AUT
Promo Event - International Climbing Elite Tournament (L + S) - Delingha(CHN) 2018,Delingha,CHN
Promotional Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2018,L'Argentière la Bessée,FRA
Promotional Youth Event -  Flatlander Cup - Arnhem (NED) 2018,Arnhem,NED
International Climbing Series - Adidas Rockstars (B) - Stuttgart (GER) 2018,Stuttgart,GER
Promo Event - International Climbing Elite Tournament (L+S) - Anshun (CHN) 2018,Anshun,CHN
International Climbing Series - Les 24 Heures du Mur (L) - Oloron Sainte Marie (FRA) 2018,Oloron Sainte Marie,FRA
Promo Event - International Climbing Elite Tournament (L+S) - Huai’an (CHN) 2018,Huai’an,CHN
Promo Event - International Climbing Elite Tournament (L+S) - Wanxianshan (CHN) 2018,Wanxianshan,CHN
International Climbing Series - China Open Semifinals & Finals - Guanzhou (CHN) 2018,Guanzhou,CHN
International Climbing Series - China Open - Guangzhou (CHN) 2018,Guangzhou,CHN
Promo Event - International Climbing Elite Tournament (L+S) - Leye (CHN) 2018,Leye,CHN
Paraclimbing Master (L) - Imst (AUT) 2019,Imst,AUT
IFSC Paraclimbing World Championships - Briançon (FRA) 2019,Briançon,FRA
Paraclimbing Open (L) - Sittard (NED) 2019,Sittard,NED
European Youth Cup (S) - Tarnow (POL) 2016,Tarnow,POL
European Youth Cup (B) - Soure (POR) 2016,Soure,POR
European Youth Cup (L) - Imst (AUT) 2016,Imst,AUT
European Youth Cup (B) - Graz (AUT) 2016,Graz,AUT
European Youth Cup (B) - Warsaw (POL) 2016,Warsaw,POL
European Youth Cup (B) - L'Argentière (FRA) 2016,L'Argentière,FRA
European Youth Championships (B) - Langenfeld (AUT) 2016,Langenfeld,AUT
"European Youth Championships (L,S) - Mitterdorf (AUT) 2016",Mitterdorf,AUT
European Youth Cup (S) - Imst (AUT) 2016,Imst,AUT
Oceania Continental Championship - Sidney (AUS) 2016,Sidney,AUS
"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2016",Petzen,AUT
Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2016,Oloron Sainte Marie,FRA
ANOC World Beach Games (B) - Doha (QAT),Doha,QAT
IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,Central Saanich,CAN
IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,Toronto,CAN
IFSC Climbing Worldcup (B) - Vail (USA) 2015,Vail,USA
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015",Chongqing,CHN
"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",Haiyang,CHN
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015",Chamonix,FRA
IFSC Climbing Worldcup (L) - Briançon (FRA) 2015,Briançon,FRA
IFSC Climbing Worldcup (L) - Imst (AUT) 2015,Imst,AUT
IFSC Climbing Worldcup (B) - Munich (GER) 2015,Munich,GER
IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,Stavanger,NOR
IFSC Climbing Worldcup (L) - Puurs (BEL) 2015,Puurs,BEL
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",Wujiang,CHN
IFSC Climbing Worldcup (L) - Kranj (SLO) 2015,Kranj,SLO
"Asia K Climbing Championship - Huairou, Beijing (CHN) 2019",Beijing,CHN
Asian Championships - Bogor (INA) 2019,Bogor,INA
"IFSC European Cup (B,S) - Innsbruck (AUT) 2019",Innsbruck,AUT
European Championship (B) - Zakopane (POL) 2019,Zakopane,POL
"European Championship (L,S) - Edinburgh (GBR) 2019",Edinburgh,GBR
"Oceania Continental Championships & Oceania Youth Championships (L,S,B) - Noumea (FRA) 2017",Noumea,FRA
Asian Combined Youth Championships - Chongqing (CHN) 2019,Chongqing,CHN
Asian Youth Championships - Bengaluru (IND) 2019,Bengaluru,IND
"PanAmerican Youth Championships (L, S, B) - Ibarra (ECU) 2019",Ibarra,ECU
PanAmerican Youth Championships Combined - Ibarra (ECU) 2019,Ibarra,ECU
ISF World Schools Championships Climbing - Aubenas (FRA) 2019,Aubenas,FRA
European Universities Sport Climbing Championship - Katowice (POL) 2019,Katowice,POL
IFSC Combined Qualifier - Toulouse/Tournefeuille (FRA) 2019,Toulouse/Tournefeuille,FRA
"European Youth Cup (L,S) - Edinburgh (GBR) 2012",Edinburgh,GBR
"European Youth Cup (L,S) - Moscow (RUS) 2012",Moscow,RUS
European Youth Cup (B) - Grindelwald (SUI) 2012,Grindelwald,SUI
European Youth Cup (L) - Voiron (FRA) 2012,Voiron,FRA
European Youth Cup (L) - Linz (AUT) 2012,Linz,AUT
European Youth Cup (S) - Chamonix (FRA) 2012,Chamonix,FRA
European Youth Cup (B) - L'Argentière (FRA) 2012,L'Argentière,FRA
European Youth Cup (L) - Imst (AUT) 2012,Imst,AUT
European Youth Cup (S) - Pieve (ITA) 2012,Pieve,ITA
"European Youth Championship (L,S) - Gémozac (FRA) 2012",Gémozac,FRA
European Youth Cup (L) - Kranj (SLO) 2012,Kranj,SLO
Asia Cup (B) - Hong Kong (HKG) 2018,Hong Kong,HKG
"Asia Cup (B,S) - Bangkok (THA) 2018",Bangkok,THA
Asian Championships - Kurayoshi (JPN) 2018,Kurayoshi,JPN
Asian Championships Combined - Kurayoshi (JPN) 2018,Kurayoshi,JPN
Asia K Climbing Championship - Krabi/Bangkok (THA) 2018,Krabi/Bangkok,THA
Olympic Games (C) - Tokyo (JPN) 2020,Tokyo,JPN
"Asian Youth Games (L,S) - Shantou (CHN) 2021",Shantou,CHN
"IFSC - Climbing Youth World Championships (B,L,S) - Voronezh (RUS) 2021",Voronezh,RUS
IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,Meiringen,SUI
IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Salt Lake City,USA
"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",Salt Lake City,USA
"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",Innsbruck,AUT
"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",Villars,SUI
IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,Chamonix,FRA
IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,Briançon,FRA
IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,Kranj,SLO
"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",Moscow,
"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2021 - CANCELLED",Seoul,KOR
International Climbing Series - Studio Bloc Masters 2019 - Pfungstadt (GER) 2019,Pfungstadt,GER
Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2019,Delft,NED
International Climbing Series - FISE World Series Hiroshima 2019,Hiroshima,
"International Climbing Series - Outdoor Village Speed Stars - Akishima, Tokyo (JPN) 2019",Tokyo,JPN
International Climbing Series - Triglav The Rock Ljubljana (SLO) 2019,Triglav The Rock Ljubljana,SLO
Promo Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2019,Imst,AUT
"Promo Event - Youth Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2019",Petzen,AUT
Promotional Youth Event -  Flatlander Cup - Arnhem (NED) 2019,Arnhem,NED
International Climbing Series - Adidas Rockstars (B) - Stuttgart (GER) 2019,Stuttgart,GER
International Climbing Series - China Open - Guangzhou (CHN) 2019,Guangzhou,CHN
International Climbing Series - Triglav The Rock - Ljubljana (SLO) 2021,Ljubljana,SLO
International Climbing Series - Rock Master - Arco (ITA) 2021,Arco,ITA
IFSC Europe - Continental Cup (B) - Klagenfurt (AUT) 2021,Klagenfurt,AUT
IFSC Europe - Continental Cup (B) - Belgrad (SRB) 2021 - CANCELLED,Belgrad,SRB
IFSC Europe - Continental Cup (S) - Innsbruck (AUT) 2021,Innsbruck,AUT
IFSC Europe - Continental Cup (S) - Gaflenz (AUT) 2021,Gaflenz,AUT
IFSC Europe - Continental Cup (B) - Krakow (POL) 2021,Krakow,POL
"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,FRA
"IFSC Europe - Continental Cup (L,S) - Tyumen (RUS) 2021 - CANCELLED",Tyumen,RUS
"IFSC Africa - Continental Championships (B,S,L) - Johannesburg (RSA) 2021",Johannesburg,RSA
IFSC Asia - K Continental Championships - Jamshedpur (IND),Jamshedpur,IND
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,Meiringen,SUI
IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,Kazo,JPN
"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",Chongqing,CHN
IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,Nanjing,CHN
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,Navi Mumbai,IND
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,Innsbruck,AUT
IFSC Climbing Worldcup (B) - Vail (USA) 2016,Vail,USA
"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",Chamonix,FRA
"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",Villars,SUI
IFSC Climbing Worldcup (L) - Briançon (FRA) 2016,Briançon,FRA
IFSC Climbing Worldcup (B) - Munich (GER) 2016,Munich,GER
IFSC Climbing Worldcup (L) - Imst (AUT) 2016,Imst,AUT
"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",Arco,ITA
IFSC Climbing World Championships - Paris (FRA) 2016,Paris,FRA
IFSC Climbing Worldcup (S) -  Wujiang (CHN) 2016,Wujiang,CHN
"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",Xiamen,CHN
IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,Kranj,SLO
"IFSC Pan Am - Continental Championships (B,S,L) - Ibarra (ECU) 2021",Ibarra,ECU
IFSC Youth World Championships -  Arco (ITA) 2019,Arco,ITA
European Youth Championship (B) - Grindelwald (SUI) 2013,Grindelwald,SUI
"European Youth Cup (L, S) - Edinburgh (GBR) 2013",Edinburgh,GBR
European Youth Cup (B) - Sofia (BUL) 2013,Sofia,BUL
European Youth Cup (S) - Imst (AUT) 2013,Imst,AUT
European Youth Cup (S) - Chamonix (FRA) 2013,Chamonix,FRA
European Youth Cup (B) - L'Argentière (FRA) 2013,L'Argentière,FRA
"European Youth Championship (L,S) - Imst (AUT) 2013",Imst,AUT
European Youth Cup (L) - Stavanger (NOR) 2013,Stavanger,NOR
European Youth Cup (B) - Laval (FRA) 2013,Laval,FRA
International Climbing Series - Rock Master - Arco (ITA) 2022,Arco,ITA
Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2022,Delft,NED
International Climbing Series - The internationals of Mayenne (B&L) - Laval (FRA) 2022,Laval,FRA
IFSC - Test Event (B&L) - Barcelona (ESP) 2022,Barcelona,ESP
"FISU University Championships (B,S,L) - Innsbruck (AUT) 2022",Innsbruck,AUT
"IFSC Asia - Continental Championships (B, L, S, B&L) - Republic of Korea 2022",Republic of Korea,
IFSC Asia - Continental Cup (B) - Manila (PHI) 2022,Manila,PHI
"World Games (B,S,L) - Birmingham (USA) 2022",Birmingham,USA
Asian Games - Hangzhou (CHN) 2022 - POSTPONED,Hangzhou,CHN
International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,Pfungstadt,GER
Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2023,Delft,NED
International Climbing Series - Rock Master - Arco (ITA) 2023,Arco,ITA
International Climbing Series - Triglav The Rock - Ljubljana (SLO) 2023,Ljubljana,SLO
International Climbing Series - El-Capp Fest (B) - La Rochelle (FRA) 2023,La Rochelle,FRA
International Climbing Series - The Belt and Road (S) - Ningbo (CHN) 2023,Ningbo,CHN
NEOM IFSC Masters 2023,,
"IFSC Asian Cup Hong Kong, China 2023",China,
IFSC Asian Qualifier Jakarta 2023,,
IFSC Asian Cup Riyadh 2023,Riyadh,
IFSC Youth World Championships Seoul 2023,Seoul,
European Youth Cup (L) - Dornbirn (AUT) 2015,Dornbirn,AUT
European Youth Cup (L) - Imst (AUT) 2015,Imst,AUT
European Youth Cup (S) - Tarnow (POL) 2015,Tarnow,POL
"European Youth Championship (L, S) - Edinburgh (GBR) 2015",Edinburgh,GBR
European Youth Cup (B) - Laengenfeld (AUT) 2015,Laengenfeld,AUT
European Youth Championship (B) - L'Argentière la Bessée (FRA) 2015,L'Argentière la Bessée,FRA
European Youth Cup (L) - Mitterdorf (AUT) 2015,Mitterdorf,AUT
European Youth Cup (S) - Imst (AUT) 2015,Imst,AUT
IFSC South American Cup Curitiba 2023,Curitiba,
IFSC South American Cup Mar del Plata 2023,Mar del Plata,
IFSC Youth World Championships Guiyang 2024,Guiyang,
IFSC Oceania Qualifier Melbourne 2023,,
IFSC Asia - Continental Youth Cup (S) - Singapore (SGP) 2023,Singapore,SGP
"IFSC Asia - Continental Youth Championships (B, S, L, B&L) - Chongqing (CHN) 2023",Chongqing,CHN
"IFSC Asia - Asian K Championships (B, L, S) - Jamshedpur (IND) 2023",Jamshedpur,IND
IFSC African Qualifier Pretoria 2023,,
IFSC European Cup Tarnów 2023,Tarnów,
IFSC European Cup Chambéry 2023,Chambéry,
IFSC European Cup Liébana 2023,Liébana,
IFSC European Cup Loverval 2023,Loverval,
IFSC European Cup Innsbruck 2023,Innsbruck,
IFSC European Cup Žilina 2023,Žilina,
IFSC European Cup Bologna 2023,Bologna,
IFSC European Qualifier Rome 2023,,
IFSC European Qualifier Laval 2023,,
"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",Dallas,USA
IFSC - Paraclimbing World Cup (L) - Salt Lake City (USA) 2022,Salt Lake City,USA
IFSC - Paraclimbing World Cup (L) - Innsbruck (AUT) 2022,Innsbruck,AUT
IFSC - Paraclimbing Master - Imst (AUT) 2022,Imst,AUT
IFSC - Paraclimbing World Cup (L) - Villars (SUI) 2022,Villars,SUI
IFSC World Cup Keqiao 2024,Keqiao,
IFSC World Cup Wujiang 2024,Wujiang,
IFSC World Cup Salt Lake City 2024,Salt Lake City,
IFSC World Cup Innsbruck 2024,Innsbruck,
IFSC World Cup Chamonix 2024,Chamonix,
IFSC World Cup Briançon 2024,Briançon,
IFSC World Cup Koper 2024,Koper,
IFSC World Cup Prague 2024,Prague,
IFSC World Cup Seoul 2024,Seoul,
IFSC Paraclimbing World Cup Salt Lake City 2024,Salt Lake City,
IFSC Paraclimbing World Cup Innsbruck 2024,Innsbruck,
IFSC Paraclimbing European Championships Villars 2024,Villars,
IFSC Paraclimbing World Cup Arco 2024,Arco,
IFSC Asian Championships Tai'an 2024,Tai'an,
Olympic Qualifier Series Shanghai 2024,Shanghai,
Olympic Qualifier Series Budapest 2024,Budapest,
Olympic Games Paris 2024,Paris,
European Games Krakow-Malopolska 2023,Krakow-Malopolska,
Asian Games Hangzhou 2022,Hangzhou,
Pan American Games Santiago 2023,Santiago,
"European Youth Cup (L,S) - Voiron (FRA) 2018",Voiron,FRA
European Youth Cup (B) - Graz (AUT) 2018,Graz,AUT
European Youth Cup (B) - Soure (POR) 2018,Soure,POR
European Youth Cup (S) - Bologna (ITA) 2018,Bologna,ITA
"European Youth Championship (L, S) - Imst 2018",Imst,
European Youth Cup (B) - Delft (NED) 2018,Delft,NED
European Youth Cup (L) - Bruneck (ITA) 2018,Bruneck,ITA
European Youth Cup (S) - Mezzolombardo (ITA) 2018,Mezzolombardo,ITA
European Youth Cup (L) - Uster (SUI) 2018,Uster,SUI
European Youth Cup (L) - Munich (GER) 2018,Munich,GER
European Youth Cup (B) - Sofia (BUL) 2018,Sofia,BUL
European Youth Championships (B) - Brussels (BEL) 2018,Brussels,BEL
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017,Meiringen,SUI
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",Chongqing,CHN
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",Nanjing,CHN
"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",Tokyo,JPN
IFSC Climbing Worldcup (B) - Vail (USA) 2017,Vail,USA
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,Navi Mumbai,IND
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",Villars,SUI
IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017,Chamonix,FRA
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,Briançon,FRA
IFSC Climbing Worldcup (B) - Munich (GER) 2017,Munich,GER
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",Arco,ITA
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",Edinburgh,GBR
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",Wujiang,CHN
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",Xiamen,CHN
IFSC Climbing Worldcup (L) - Kranj (SLO) 2017,Kranj,SLO
IFSC Youth Asian Championships Guiyang 2025,Guiyang,
"IFSC Europe - Continental Youth Championships (B,S,L) - Perm (RUS)",Perm,RUS
IFSC Europe - Continental Youth Cup (B) - Graz (AUT) 2021,Graz,AUT
IFSC Europe - Continental Youth Cup (S) - Bochum (GER) 2021,Bochum,GER
"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",Imst,AUT
IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI),Ostermundigen,SUI
IFSC Europe - Continental Youth Cup (S) - Gaflenz (AUT),Gaflenz,AUT
"IFSC Europe - Continental Youth Cup (L,S) - Puurs (BEL) 2021",Puurs,BEL
IFSC Europe - Continental Youth Cup (L) - Veliko Tarnovo (BUL) 2021,Veliko Tarnovo,BUL
"IFSC Europe - Continental Youth Cup (L,S) - Zilina (SVK) 2021",Zilina,SVK
IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2021,Soure,POR
Studio Bloc Masters 2024,Masters,
Delfts Bleau International Youth Open 2024,,
NEOM IFSC Masters 2024,,
IFSC Youth Asian Championships Jamshedpur 2024,Jamshedpur,
IFSC Youth European Cup Lublin 2024,Lublin,
IFSC Youth European Cup Curno 2024,Curno,
IFSC Youth European Cup Soure 2024,Soure,
IFSC Youth European Cup Graz 2024,Graz,
